Date,Marketing_Year,Quarter,Month,US_Production_M_Bu,US_Imports_M_Bu,US_Food_Use_M_Bu,US_Seed_Use_M_Bu,US_Feed_Residual_Use_M_Bu,US_Total_Domestic_Use_M_Bu,US_Exports_M_Bu,US_Total_Disappearance_M_Bu,US_Beginning_Stocks_M_Bu,US_Ending_Stocks_M_Bu,US_Total_Supply_M_Bu
2017-07-01,2017/18,1,Jul,580.3033333333334,14.013,79.58366666666667,0.29923333333333335,54.9201,134.803,97.45566666666667,232.25866666666664,1180.602,2266.775,2963.551
2017-08-01,2017/18,1,Aug,580.3033333333334,14.013,79.58366666666667,0.29923333333333335,54.9201,134.803,97.45566666666667,232.25866666666664,1180.602,2266.775,2963.551
2017-09-01,2017/18,2,Sep,0.0,11.981,83.517,13.359666666666667,-18.236333333333334,78.64033333333333,64.42733333333334,143.06766666666667,2266.775,1873.515,2302.718
2017-10-01,2017/18,2,Oct,0.0,11.981,83.517,13.359666666666667,-18.236333333333334,78.64033333333333,64.42733333333334,143.06766666666667,2266.775,1873.515,2302.718
2017-11-01,2017/18,2,Nov,0.0,11.981,83.517,13.359666666666667,-18.236333333333334,78.64033333333333,64.42733333333334,143.06766666666667,2266.775,1873.515,2302.718
2017-12-01,2017/18,3,Dec,0.0,12.596666666666666,77.61800000000001,0.588,-6.521666666666667,71.68433333333333,66.937,138.62133333333333,1873.515,1495.441,1911.305
2018-01-01,2017/18,3,Jan,0.0,12.596666666666666,77.61800000000001,0.588,-6.521666666666667,71.68433333333333,66.937,138.62133333333333,1873.515,1495.441,1911.305
2018-02-01,2017/18,3,Feb,0.0,12.596666666666666,77.61800000000001,0.588,-6.521666666666667,71.68433333333333,66.937,138.62133333333333,1873.515,1495.441,1911.305
2018-03-01,2017/18,4,Mar,0.0,14.066333333333333,80.65633333333334,6.878666666666667,-14.472,73.063,73.18733333333334,146.25033333333332,1495.441,1098.889,1537.64
2018-04-01,2017/18,4,Apr,0.0,14.066333333333333,80.65633333333334,6.878666666666667,-14.472,73.063,73.18733333333334,146.25033333333332,1495.441,1098.889,1537.64
2018-05-01,2017/18,4,May,0.0,14.066333333333333,80.65633333333334,6.878666666666667,-14.472,73.063,73.18733333333334,146.25033333333332,1495.441,1098.889,1537.64
2018-06-01,2018/19,1,Jun,628.4536666666667,13.628666666666668,79.74733333333333,0.685,63.149,143.58133333333333,68.20700000000001,211.78833333333333,1098.889,2389.771,3025.136
2018-07-01,2018/19,1,Jul,628.4536666666667,13.628666666666668,79.74733333333333,0.685,63.149,143.58133333333333,68.20700000000001,211.78833333333333,1098.889,2389.771,3025.136
2018-08-01,2018/19,1,Aug,628.4536666666667,13.628666666666668,79.74733333333333,0.685,63.149,143.58133333333333,68.20700000000001,211.78833333333333,1098.889,2389.771,3025.136
2018-09-01,2018/19,2,Sep,0.0,10.416,82.17766666666667,12.527333333333333,-25.031666666666666,69.67333333333333,67.50466666666667,137.178,2389.771,2009.485,2421.019
2018-10-01,2018/19,2,Oct,0.0,10.416,82.17766666666667,12.527333333333333,-25.031666666666666,69.67333333333333,67.50466666666667,137.178,2389.771,2009.485,2421.019
2018-11-01,2018/19,2,Nov,0.0,10.416,82.17766666666667,12.527333333333333,-25.031666666666666,69.67333333333333,67.50466666666667,137.178,2389.771,2009.485,2421.019
2018-12-01,2018/19,3,Dec,0.0,10.687,76.38066666666667,0.9460000000000001,-9.137666666666666,68.18900000000001,81.30266666666667,149.49166666666667,2009.485,1593.071,2041.546
2019-01-01,2018/19,3,Jan,0.0,10.687,76.38066666666667,0.9460000000000001,-9.137666666666666,68.18900000000001,81.30266666666667,149.49166666666667,2009.485,1593.071,2041.546
2019-02-01,2018/19,3,Feb,0.0,10.687,76.38066666666667,0.9460000000000001,-9.137666666666666,68.18900000000001,81.30266666666667,149.49166666666667,2009.485,1593.071,2041.546
2019-03-01,2018/19,4,Mar,0.0,10.123666666666667,79.839,5.668,0.381,85.88799999999999,95.339,181.227,1593.071,1079.761,1623.442
2019-04-01,2018/19,4,Apr,0.0,10.123666666666667,79.839,5.668,0.381,85.88799999999999,95.339,181.227,1593.071,1079.761,1623.442
2019-05-01,2018/19,4,May,0.0,10.123666666666667,79.839,5.668,0.381,85.88799999999999,95.339,181.227,1593.071,1079.761,1623.442
2019-06-01,2019/20,1,Jun,644.0056666666667,7.729,79.41566666666667,1.2063333333333335,65.22666666666667,145.84866666666667,83.96466666666667,229.81333333333336,1079.761,2345.525,3034.965
2019-07-01,2019/20,1,Jul,644.0056666666667,7.729,79.41566666666667,1.2063333333333335,65.22666666666667,145.84866666666667,83.96466666666667,229.81333333333336,1079.761,2345.525,3034.965
2019-08-01,2019/20,1,Aug,644.0056666666667,7.729,79.41566666666667,1.2063333333333335,65.22666666666667,145.84866666666667,83.96466666666667,229.81333333333336,1079.761,2345.525,3034.965
2019-09-01,2019/20,2,Sep,0.0,7.494,82.32033333333334,12.427999999999999,3.187,97.93533333333333,77.80866666666667,175.744,2345.525,1840.775,2368.007
2019-10-01,2019/20,2,Oct,0.0,7.494,82.32033333333334,12.427999999999999,3.187,97.93533333333333,77.80866666666667,175.744,2345.525,1840.775,2368.007
2019-11-01,2019/20,2,Nov,0.0,7.494,82.32033333333334,12.427999999999999,3.187,97.93533333333333,77.80866666666667,175.744,2345.525,1840.775,2368.007
2019-12-01,2019/20,3,Dec,0.0,9.438333333333334,78.691,0.624,-7.027,72.288,78.93733333333334,151.22533333333334,1840.775,1415.414,1869.09
2020-01-01,2019/20,3,Jan,0.0,9.438333333333334,78.691,0.624,-7.027,72.288,78.93733333333334,151.22533333333334,1840.775,1415.414,1869.09
2020-02-01,2019/20,3,Feb,0.0,9.438333333333334,78.691,0.624,-7.027,72.288,78.93733333333334,151.22533333333334,1840.775,1415.414,1869.09
2020-03-01,2019/20,4,Mar,0.0,9.978666666666667,80.11333333333333,6.249333333333333,-29.642666666666667,56.72,82.302,139.022,1415.414,1028.284,1445.35
2020-04-01,2019/20,4,Apr,0.0,9.978666666666667,80.11333333333333,6.249333333333333,-29.642666666666667,56.72,82.302,139.022,1415.414,1028.284,1445.35
2020-05-01,2019/20,4,May,0.0,9.978666666666667,80.11333333333333,6.249333333333333,-29.642666666666667,56.72,82.302,139.022,1415.414,1028.284,1445.35
2020-06-01,2020/21,1,Jun,606.5576666666667,9.901,80.28466666666667,0.734,68.358,149.37666666666667,90.56833333333333,239.94500000000002,1028.284,2157.825,2877.66
2020-07-01,2020/21,1,Jul,606.5576666666667,9.901,80.28466666666667,0.734,68.358,149.37666666666667,90.56833333333333,239.94500000000002,1028.284,2157.825,2877.66
2020-08-01,2020/21,1,Aug,606.5576666666667,9.901,80.28466666666667,0.734,68.358,149.37666666666667,90.56833333333333,239.94500000000002,1028.284,2157.825,2877.66
2020-09-01,2020/21,2,Sep,0.0,9.269333333333334,83.084,14.008666666666668,-15.202,81.89066666666666,79.09033333333333,160.981,2157.825,1702.69,2185.633
2020-10-01,2020/21,2,Oct,0.0,9.269333333333334,83.084,14.008666666666668,-15.202,81.89066666666666,79.09033333333333,160.981,2157.825,1702.69,2185.633
2020-11-01,2020/21,2,Nov,0.0,9.269333333333334,83.084,14.008666666666668,-15.202,81.89066666666666,79.09033333333333,160.981,2157.825,1702.69,2185.633
2020-12-01,2020/21,3,Dec,0.0,7.290333333333333,77.20233333333333,0.3396666666666666,-10.128,67.414,70.50966666666666,137.92366666666666,1702.69,1310.79,1724.561
2021-01-01,2020/21,3,Jan,0.0,7.290333333333333,77.20233333333333,0.3396666666666666,-10.128,67.414,70.50966666666666,137.92366666666666,1702.69,1310.79,1724.561
2021-02-01,2020/21,3,Feb,0.0,7.290333333333333,77.20233333333333,0.3396666666666666,-10.128,67.414,70.50966666666666,137.92366666666666,1702.69,1310.79,1724.561
2021-03-01,2020/21,4,Mar,0.0,6.927666666666667,79.604,6.1706666666666665,-14.751333333333333,71.02333333333333,91.11733333333332,162.14066666666668,1310.79,845.151,1331.573
2021-04-01,2020/21,4,Apr,0.0,6.927666666666667,79.604,6.1706666666666665,-14.751333333333333,71.02333333333333,91.11733333333332,162.14066666666668,1310.79,845.151,1331.573
2021-05-01,2020/21,4,May,0.0,6.927666666666667,79.604,6.1706666666666665,-14.751333333333333,71.02333333333333,91.11733333333332,162.14066666666668,1310.79,845.151,1331.573
2021-06-01,2021/22,1,Jun,548.7513333333333,8.382333333333333,79.046,0.29733333333333334,84.93366666666667,164.27700000000002,83.39466666666667,247.67166666666665,845.151,1773.537,2516.552
2021-07-01,2021/22,1,Jul,548.7513333333333,8.382333333333333,79.046,0.29733333333333334,84.93366666666667,164.27700000000002,83.39466666666667,247.67166666666665,845.151,1773.537,2516.552
2021-08-01,2021/22,1,Aug,548.7513333333333,8.382333333333333,79.046,0.29733333333333334,84.93366666666667,164.27700000000002,83.39466666666667,247.67166666666665,845.151,1773.537,2516.552
2021-09-01,2021/22,2,Sep,0.0,8.049999999999999,82.89999999999999,13.38,-18.341666666666665,77.93833333333333,62.236333333333334,140.17466666666667,1773.537,1377.163,1797.687
2021-10-01,2021/22,2,Oct,0.0,8.049999999999999,82.89999999999999,13.38,-18.341666666666665,77.93833333333333,62.236333333333334,140.17466666666667,1773.537,1377.163,1797.687
2021-11-01,2021/22,2,Nov,0.0,8.049999999999999,82.89999999999999,13.38,-18.341666666666665,77.93833333333333,62.236333333333334,140.17466666666667,1773.537,1377.163,1797.687
2021-12-01,2021/22,3,Dec,0.0,7.210999999999999,78.85133333333333,0.8693333333333334,-16.774333333333335,62.946333333333335,60.263,123.20933333333333,1377.163,1029.168,1398.796
2022-01-01,2021/22,3,Jan,0.0,7.210999999999999,78.85133333333333,0.8693333333333334,-16.774333333333335,62.946333333333335,60.263,123.20933333333333,1377.163,1029.168,1398.796
2022-02-01,2021/22,3,Feb,0.0,7.210999999999999,78.85133333333333,0.8693333333333334,-16.774333333333335,62.946333333333335,60.263,123.20933333333333,1377.163,1029.168,1398.796
2022-03-01,2021/22,4,Mar,0.0,8.407666666666666,83.011,4.6866666666666665,-20.393333333333334,67.30433333333333,59.349,126.65333333333332,1029.168,674.431,1054.391
2022-04-01,2021/22,4,Apr,0.0,8.407666666666666,83.011,4.6866666666666665,-20.393333333333334,67.30433333333333,59.349,126.65333333333332,1029.168,674.431,1054.391
2022-05-01,2021/22,4,May,0.0,8.407666666666666,83.011,4.6866666666666665,-20.393333333333334,67.30433333333333,59.349,126.65333333333332,1029.168,674.431,1054.391
2022-06-01,2022/23,1,Jun,549.9043333333333,10.977333333333334,82.29466666666666,1.5979999999999999,40.005,123.89766666666667,69.51466666666667,193.41233333333332,674.431,1776.839,2357.076
2022-07-01,2022/23,1,Jul,549.9043333333333,10.977333333333334,82.29466666666666,1.5979999999999999,40.005,123.89766666666667,69.51466666666667,193.41233333333332,674.431,1776.839,2357.076
2022-08-01,2022/23,1,Aug,549.9043333333333,10.977333333333334,82.29466666666666,1.5979999999999999,40.005,123.89766666666667,69.51466666666667,193.41233333333332,674.431,1776.839,2357.076
2022-09-01,2022/23,2,Sep,0.0,9.136666666666667,83.209,15.506333333333332,-4.439333333333333,94.276,69.86366666666667,164.13966666666667,1776.839,1311.83,1804.249
2022-10-01,2022/23,2,Oct,0.0,9.136666666666667,83.209,15.506333333333332,-4.439333333333333,94.276,69.86366666666667,164.13966666666667,1776.839,1311.83,1804.249
